지점명,닉네임,작성리뷰수,작성시간,방문일,방문횟수,인증수단,좋아요수,리뷰내용,감정,근거
이수역점,sh9721,"1,812",25.8.9.토,점심에 방문,15번째 방문,영수증,0,감사합니다,긍정,감사합니다
이수역점,sh9721,"1,812",25.7.11.금,저녁에 방문,14번째 방문,영수증,0,감사합니다,긍정,감사합니다
이수역점,sh9721,"1,812",25.5.1.목,점심에 방문,11번째 방문,영수증,0,"잘먹었습니다.
단무지 두개 넣어 주셨다고 했는데
집에와서 보니 단무지는 한개 양파랑 춘장은 포장이 안되어 있네요.
다음부턴 말한만큼만 지켜주세요",부정,포장이 안되어
이수역점,맛집 찾는 라이언,"4,284",25.8.7.목,점심에 방문,1번째 방문,영수증,1,여기 매장 온누리가능해서 저렴하게 식사 가능해요.,긍정,저렴하게
이수역점,sh9721,"1,812",25.6.28.토,저녁에 방문,13번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,par****,"1,945",25.5.17.토,점심에 방문,2번째 방문,영수증,0,할인해서 먹었어요. 솔직히 맛은 너무 달아요.,부정,너무 달아요
이수역점,sh9721,"1,812",25.6.14.토,저녁에 방문,12번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,ckh****,"1,377",25.9.3.수,저녁에 방문,10번째 방문,영수증,0,,,
이수역점,이떵0202,606,24.11.7.목,점심에 방문,2번째 방문,영수증,0,"홍반 찹쌀탕슉을 넘 좋아해서 자주 오는데 특히 이수역점은 친절하시고 넓어서 자주와요
탕슉 소짜시켰는데 다른지점보다 많은 느낌이에요 쫀득하고 너무 맛있어요🥰 소스는 따로달라했어요!
볶음짬뽕은 불맛이 🔥 좀 약하고 밍밍하드라구요 고추가루 팍팍넣어서 먹었네요 그래두 채소가 많이 있어서 아삭한맛때문에 잘먹었어요!🥢",긍정,넘 좋아해서
이수역점,노원씨티걸,157,25.3.14.금,점심에 방문,1번째 방문,영수증,0,"연유꽃빵이 아주 킥이에요!!!!
매운거 먹고싶을때 자주 방문합니다!!~",긍정,아주 킥이에요
이수역점,디지털콘텐츠큐레이터,"5,319",25.2.4.화,저녁에 방문,6번째 방문,영수증,0,음식 깔끔하고 맛있어요.,긍정,맛있어요
이수역점,네버식도락,"1,086",25.4.18.금,점심에 방문,1번째 방문,영수증,0,"짜장밥 맛있게 먹었습니다
다른 지점은 사이드 짬뽕국물에
건더기도 많이 주고 리필도 그냥 해주었던 것 같은데
정책이 바뀌었는지 건더기도 거의 없었고
국물 리필은 추가 금액을 내어야 한다고 합니다
짜장밥 짜장 소스도 고기가 적게 느껴졌습니다",부정,건더기도 거의
이수역점,코람대오1998,"1,809",25.2.19.수,저녁에 방문,2번째 방문,영수증,0,탕수육.짜장.짬뽕 모처럼 중화요리 냠. 맛있네요.,긍정,맛있네요
이수역점,코람대오1998,"1,809",25.4.30.수,저녁에 방문,3번째 방문,영수증,0,중화요리 👍,긍정,중화요리 👍
이수역점,윤영9674,499,25.2.4.화,저녁에 방문,1번째 방문,영수증,0,생각보다 맛있어요,긍정,맛있어요
이수역점,파리4917,81,25.2.6.목,저녁에 방문,1번째 방문,결제내역,1,"음..여기 리뷰이벤트가 있던가...?ㅎ...
백종원 선생님을 뵙고싶어하는 마음은 잘 알거같아요
파이팅!

+ 고기 일부가 차가웠어요 전자레인지 돌렸나봐요ㅎㅎ..",부정,차가웠어요
이수역점,by nako,477,24.11.27.수,점심에 방문,2번째 방문,결제내역,0,"눈오는 날 짜장 한 그릇!! 캬아- 너무 맛있지!! 고추짜장은 처음이었는데.. 엄청 매웠다...... 고기짜장 시키길
잘했어 🤣🤣 다른 지점에 비해 나는 좀 더 맛있다고 생각하는 집.. 👍👍👍",긍정,너무 맛있지
이수역점,김기흥,"1,481",25.8.21.목,점심에 방문,16번째 방문,영수증,0,친절합니다,긍정,친절합니다
이수역점,sh9721,"1,812",25.1.22.수,점심에 방문,10번째 방문,영수증,0,잘먹었습니다,긍정,잘먹었습니다
이수역점,ckh****,"1,377",25.6.10.화,점심에 방문,9번째 방문,영수증,0,,,
이수역점,ingka1,"1,367",25.1.24.금,점심에 방문,5번째 방문,영수증,0,가격도 일반중식점과 차이가 크게없는듯,긍정,차이가 크게없는듯
이수역점,김기흥,"1,481",25.6.10.화,저녁에 방문,15번째 방문,영수증,0,음식맛이 좋아요,긍정,음식맛이 좋아요
이수역점,달력1117,190,25.3.9.일,저녁에 방문,1번째 방문,결제내역,0,,,
이수역점,tony623,"1,776",25.6.17.화,저녁에 방문,3번째 방문,영수증,0,"중식 먹기 좋아요
양도 푸짐하고 맛도 있어 자주 이용해요",긍정,맛도 있어
이수역점,씩씩쌕쌕쏙쏙,239,25.1.15.수,점심에 방문,1번째 방문,영수증,0,"처음과 다른 맛이 부쩍 느껴집니다
면을 미리 삶아놔서 불은 면을 먹은 적이
꽤 돼죠 점심시간이라 바쁘기에 이해합니다
좀 더 신경써주시면 좋겠습니다",부정,불은 면
이수역점,샬랄라6584,2,25.1.23.목,점심에 방문,1번째 방문,영수증,0,"짜장이 조금 짜지만 맛있었고
짬뽕도 맛있어요.",긍정,맛있어요
이수역점,tony623,"1,776",25.6.11.수,저녁에 방문,2번째 방문,영수증,0,"6월 할인 프로모션 있네요
이용하기 펀해요",긍정,이용하기 펀해요
이수역점,sh9721,"1,812",25.1.17.금,저녁에 방문,9번째 방문,영수증,0,감사합니다,긍정,감사합니다
이수역점,ckh****,"1,377",25.4.4.금,저녁에 방문,8번째 방문,영수증,0,,,
이수역점,sh9721,"1,812",25.1.2.목,점심에 방문,8번째 방문,영수증,0,감사합니다,긍정,감사합니다
이수역점,김기흥,"1,481",25.4.1.화,점심에 방문,14번째 방문,영수증,0,음식맛이 좋아요,긍정,음식맛이 좋아요
이수역점,그대 혜윰 미용실,164,24.7.31.수,점심에 방문,1번째 방문,영수증,0,유튜브보고 오랜만에 찾아갔는데 여긴 항상 맛이 그대로라서 맛있었어용!!사람이 많아서 나오는데 시간이 오래 걸리는게 아쉽지만 양도 많구 좋네용ㅎㅎ,긍정,맛있었어용
이수역점,김기흥,"1,481",25.3.27.목,저녁에 방문,13번째 방문,영수증,0,음식맛이 좋아요,긍정,좋아요
이수역점,jtsay,"1,344",24.10.23.수,점심에 방문,5번째 방문,영수증,0,맛있게 잘 먹었습니다.,긍정,맛있게
이수역점,sh9721,"1,812",24.10.13.일,점심에 방문,7번째 방문,영수증,0,"양이 많아서 넉넉히 먹었습니다.
감사합니다.",긍정,감사합니다.
이수역점,iii****,29,24.9.5.목,점심에 방문,1번째 방문,결제내역,0,"점심시간에 혼밥하러 왔는데
고추짬뽕 너무 맛있어요 맛있게매워요
원래 메뉴하나 다못먹는데 다음에 곱빼기먹고싶읗정도로 아쉬워요🥺 입짧은 제가 너무 맛있어서 한메뉴를 다 먹다니 ... 담ㅇㅔ 또 올게요🩵",긍정,너무 맛있어요
이수역점,자즈아,"1,488",25.2.22.토,저녁에 방문,23번째 방문,영수증,0,,,
이수역점,mlkim67,650,25.2.22.토,점심에 방문,3번째 방문,영수증,0,,,
이수역점,커피우유40,51,24.11.27.수,점심에 방문,1번째 방문,영수증,0,이수역 근처에서 간편히 중식 먹기 좋은 곳,긍정,먹기 좋은 곳
이수역점,닉네임설정은어려워,738,24.10.9.수,저녁에 방문,3번째 방문,영수증,0,짬뽕 맛있어요.,긍정,맛있어요.
이수역점,6월의magic,789,24.9.13.금,점심에 방문,1번째 방문,영수증,0,짜장면 탕수육 맛있어요!,긍정,맛있어요
이수역점,오드리s 서울,"4,457",24.11.29.금,점심에 방문,1번째 방문,영수증,0,활인받아서 3900원에 저렴하게 먹었어요 ㅎ,긍정,저렴하게
이수역점,이미추항하고있다,397,24.9.3.화,점심에 방문,1번째 방문,영수증,0,해산물도 신선하고 괜찮은 맛집,긍정,신선하고
이수역점,5툴플레이어,992,24.11.6.수,저녁에 방문,1번째 방문,영수증,0,,,
이수역점,포비4,109,25.1.3.금,점심에 방문,3번째 방문,영수증,0,맛있어요,긍정,맛있어요
이수역점,chaerieeee,8,24.7.25.목,점심에 방문,1번째 방문,영수증,2,"포장해서 먹었는데 참 특별한 짜장면 같아요.이집만의 소금짜장면이 있나봐요^^정말 너무 짜서 면 다 버리고 저정도에 버린 면 양만큼 밥 비벼먹어도 좀 짯어요.정말 이번에 솔루션도 햇다는데 이 점은 안받앗나봐요.
진짜 정말 염분가득한 짜장면을 드시고 싶은 분께 여기 짜장면 추천합니다❤️",부정,정말 너무 짜서
이수역점,gracebobi,3,24.8.11.일,점심에 방문,1번째 방문,영수증,1,음..여기방금포장해서먹고 후기를남겨요 나와어머니점심으로... 결론은 두세번집어먹고 버렸습니다 어머니는 한입먹고 버렸습니다 너무너무짜요 그냥 소금덩어리일정도로..진짜 이거많이먹으면 건강위협할정도로짜더군요 어찌어찌먹자고했는데도 못먹고버렸습니다 여기 자영업자분한테죄송하지만이정도면장사를하지말기를권합니다 솔직히 사장님 먹어보기는한거예요? 백종원씨솔루션방송용쑈질인지몬지 모르겠지만 헛지거리했네요 최악이네요 짜장이이정도면 다른것은뻔하죠..,부정,너무너무짜요
이수역점,디지털콘텐츠큐레이터,"5,319",24.7.19.금,저녁에 방문,5번째 방문,영수증,0,여름메뉴 냉짬뽕 시원하고 맛있네요.,긍정,맛있네요
이수역점,오왕오아앙,332,24.6.28.금,저녁에 방문,1번째 방문,영수증,0,고추짜장 짜장밥 마싯슴 굳굳,긍정,마싯슴
이수역점,봄바람부러라,67,24.7.28.일,점심에 방문,1번째 방문,영수증,0,"자장면은 조금 짠 편이에요
옆테이블 손님고 짜다고 얘기하더라구요",부정,조금 짠
이수역점,프로리뷰져,627,24.6.23.일,점심에 방문,1번째 방문,영수증,1,"계란 이쁘게 올려주시네
볶음밥이 아니라 안먹었는데, 계란 실허네 ㅋㅋ",긍정,계란 이쁘게
이수역점,jtsay,"1,344",24.8.16.금,점심에 방문,2번째 방문,영수증,0,맛있게 잘 먹었습니다.,긍정,맛있게
이수역점,jtsay,"1,344",24.8.9.금,점심에 방문,1번째 방문,영수증,0,친절함에 감사 드립니다.,긍정,친절함
이수역점,palaceskateboards,"1,350",24.12.6.금,저녁에 방문,2번째 방문,영수증,0,,,
이수역점,태양671,711,24.11.5.화,점심에 방문,1번째 방문,영수증,0,ㆍ,부정,ㆍ
이수역점,드헤헤,5,24.7.21.일,점심에 방문,1번째 방문,결제내역,0,복음잠뽕 먹지마세요 고추가루가 아니고 간장으로 복아서 맛도없고 별로임 그냥 잠뽕을 다시 시킬라다 잠봉도 병신일거 같아서 걍 배만 채움 돈아깝다,부정,맛도없고
이수역점,IBAL,"1,269",24.7.28.일,저녁에 방문,1번째 방문,영수증,0,잘은 모르지만 탕수육 고기가 소시지같은 느낌이,부정,소시지같은
이수역점,자즈아,"1,488",24.11.2.토,저녁에 방문,22번째 방문,영수증,0,,,
이수역점,70****,"1,033",25.1.3.금,점심에 방문,5번째 방문,영수증,0,Good,긍정,Good
이수역점,핫핑크미미,"3,281",24.2.13.화,점심에 방문,6번째 방문,영수증,1,"엄청 맛있게 잘 먹었어요😄❤️
고기짜장 메뉴 자체가 매력적인 것 같아요!
다양한 사이드 메뉴 구성도 훌륭한 것 같아요🫶
번창하세요🤩💝",긍정,번창하세요
이수역점,블로거 쿠퍼,71,24.5.14.화,저녁에 방문,1번째 방문,영수증,4,"왠만한 홍콩반점이면 기본평타이상 치는데..

최신리뷰를 볼것을 ㅜㅜ ..
이수 홍콩반점은 가지마세요!! 그이유는

입장했더니 사람이 1명도 없더군요
짜장면 먹었는데 홍콩반점 짜장면이 아닙니다.

일단 면이 무슨얆은 라면 같고, 면이 퍼져있고
짜장도 퍼지고 맛도 별로더군요.. 최악!!

홍콩반점이 체인이면 다같은 맛이겠지 했는데..
진짜 최악의 짜장면이었습니다.

차라리 근처 가실거면 사당가시길. 거긴 먹을만 합니다. 거긴 끝나는시간 까지 사람많아요

왜 사람이 없는지 알겠습니다.. 리뷰보실때 날짜도 꼭 보세요.. 인생 최악..ㅜㅜ

맛없어서 리뷰 남겨보긴 처음입니다.. 돈내고 가실곳이 아닙니다.!!


",부정,최악
이수역점,간지소년,159,24.1.13.토,저녁에 방문,1번째 방문,영수증,1,"이날은 제 가족중 한분과 좋은 시간을 보낸 하루였습니다. 그리고 이곳은 2018년부터 다니고있는 중국집입니다. 프랜차이즈라 대단한거 기대안하고 평타만 해라 생각으로 들어갔는데 벌써 6년째 음식을 먹고있네요

다른 홍콩반점들 보다 재료 상태좋고 양도 많습니다. 분당 정자역 홍반하고 잠실새내 홍반 외 여러 매장 이용해봤는데 안망하는게 신기할정도로 음식양이나 질이 별로였습니다. 제가 안 좋은 홍반만 걸린것일수 있겠네요

이곳 이수역 홍반 직원분들도 6년이란 시간이 지나면서 많이 바뀌었지만 모두 한결같이 친절하신 분들만 봐왔습니다. 사장님께서 직원분들을 좋은분들만 뽑으시는거 같습니다ㅎㅎㅎ

이렇게 한결같다면 저 또한 앞으로도 계속 이용할 생각입니다",긍정,좋은 시간을
이수역점,김옥순94,"1,682",24.10.6.일,점심에 방문,2번째 방문,영수증,0,,,
이수역점,tim****,"1,470",24.10.17.목,점심에 방문,1번째 방문,영수증,0,good~!!,긍정,good~!!
이수역점,bgleeoci,"1,908",24.9.22.일,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,공주맘방배,"2,532",24.4.14.일,저녁에 방문,2번째 방문,영수증,0,블랙데이 좋아요,긍정,좋아요
이수역점,쥬니야,"1,462",24.7.13.토,저녁에 방문,2번째 방문,영수증,0,굿,긍정,굿
이수역점,hea****,"1,015",24.9.7.토,점심에 방문,1번째 방문,영수증,0,짜장면 맛있게 잘 먹었습니다.,긍정,맛있게
이수역점,sh9721,"1,812",24.7.9.화,저녁에 방문,6번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,김기흥,"1,481",24.9.7.토,저녁에 방문,12번째 방문,영수증,0,음식맛이 좋아요,긍정,음식맛이 좋아요
이수역점,닉네임설정은어려워,738,24.2.21.수,저녁에 방문,2번째 방문,영수증,0,할인이벤트해서 올만에가서 먹었네요. 주로 짬뽕만 먹었는데 짜장면도 맛있네요.,긍정,짜장면도 맛있네요
이수역점,이토끼토끼토끼,819,24.2.21.수,저녁에 방문,2번째 방문,영수증,0,12.21 짜장면 3900원 행사라 우연히 기분좋게 짜장면데이했어요. 바쁘고 혼잡한 가운데 짜장면 맛이 맛있게 유지되어 좋았어요.,긍정,기분좋게
이수역점,닉네임오,580,24.4.11.목,저녁에 방문,2번째 방문,영수증,0,"탕수육, 자장면!!",긍정,"탕수육, 자장면!!"
이수역점,예미남,"1,342",24.5.12.일,점심에 방문,1번째 방문,결제내역,2,돈 주고 사먹을 짬뽕은 아니다,부정,짬뽕은 아니다
이수역점,eisjedk,529,24.3.3.일,저녁에 방문,1번째 방문,영수증,0,맛있어요! 탕수육도 찹살 탕수육이라 맛있어요!,긍정,맛있어요
이수역점,김기흥,"1,481",24.7.26.금,저녁에 방문,11번째 방문,영수증,0,음식맛이 좋아요,긍정,음식맛이 좋아요
이수역점,난 지금 행복해,"1,133",24.10.6.일,점심에 방문,1번째 방문,영수증,0,"늘 줄서있는 맛집
아침에 운동함아 아점 먹고 왔어요
굿 ~",긍정,굿
이수역점,kty****,531,24.4.14.일,점심에 방문,2번째 방문,영수증,0,가장 대중화된 맛있는 맛!,긍정,맛있는 맛
이수역점,par****,"1,945",24.2.21.수,점심에 방문,1번째 방문,영수증,0,"개 존 맛 없음
행사라고 짜장면에 고기 하나도 안 넣어주나요?
군만두.짜장 다 식어빠진거 줌.
물.단무지는 셀프도 아닌데 주지도 않고~~
브레이크타임도 아닌데 2시에 직원들 식사한다고 20분 기다리라고 함ㅋㅋㅋ 어이..",부정,개 존 맛 없음
이수역점,sh9721,"1,812",24.5.11.토,점심에 방문,5번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,이떵0202,606,23.11.7.화,점심에 방문,1번째 방문,영수증,1,"찹쌀탕슉땡길때 꼭오는 곳인데 홍반은 어느지점을 가도 맛있네요
쟁반짜장은 살짝 싱거웠지만 해물이 많이 들어있어서 좋았어요
배부르게 잘 먹었습니다😋",긍정,맛있네요
이수역점,Vsywvsj,"1,580",24.4.30.화,저녁에 방문,3번째 방문,영수증,0,굿,긍정,굿
이수역점,행복한하루9355,"3,953",24.6.28.금,점심에 방문,5번째 방문,영수증,0,굿굿,긍정,굿굿
이수역점,cuv,"1,051",23.12.28.목,저녁에 방문,1번째 방문,영수증,1,맛잇어여ㅠ 2층에 자리많아요 매장이 깨끗하고 친절하세여,긍정,친절하세여
이수역점,띵국,87,24.3.13.수,점심에 방문,6번째 방문,결제내역,0,짬뽕 맛있어요,긍정,맛있어요
이수역점,Bluetucan24,"1,245",23.12.10.일,점심에 방문,1번째 방문,영수증,0,"주말 저녁에 짜장면이 먹고싶어 방문했어요
짜장면과 탕수육 변함없이 맛있어요",긍정,맛있어요
이수역점,골드원007,"1,238",23.12.19.화,저녁에 방문,1번째 방문,영수증,0,곱빼기로 시켰더니 양이 많네요 배부르게 잘 먹었습니다,긍정,배부르게
이수역점,dn****,"1,632",24.8.13.화,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,la creation,985,23.12.24.일,저녁에 방문,1번째 방문,영수증,0,식상한 막 탕수육맛은 그나마,부정,식상한
이수역점,yongmom,314,24.1.10.수,저녁에 방문,1번째 방문,영수증,0,친절한 동네 중국집. 싸고 무난한 맛.,긍정,친절한
이수역점,햄찌213,"2,016",24.4.12.금,저녁에 방문,1번째 방문,영수증,0,이벤트를 하네요 맛 좋아요,긍정,맛 좋아요
이수역점,버거덕후,414,23.10.18.수,밤에 방문,1번째 방문,영수증,0,뭔가 짜장라면만 먹기 애매해서 탕수육 테이크아웃 해왔어요! 엄청 맛있게 먹었습니다. 무엇보다 소스 넉넉하게 주시기도 했고 방금 튀긴 탕수육이다보니 바삭바삭하게 찍먹했어요!,긍정,엄청 맛있게
이수역점,맛맛이,538,23.12.16.토,저녁에 방문,1번째 방문,영수증,0,이수역점 늘 맛나게먹어요 ㅎㅎ,긍정,늘 맛나게먹어요
이수역점,bluemt1749,"1,069",23.11.4.토,저녁에 방문,1번째 방문,영수증,0,늘 맛있게 먹는 곳이에요^^,긍정,늘 맛있게
이수역점,띵국,87,24.3.8.금,점심에 방문,5번째 방문,결제내역,0,맛있어요,긍정,맛있어요
이수역점,핫핑크미미,"3,281",23.7.8.토,점심에 방문,5번째 방문,영수증,0,"오랜만에 왔는데 더 맛있어진 것 같아요😙❤️
짜장밥 주문하니까 짬뽕 국물도 주고 군만두 반접시 너무 맛있네요!^^
오랜만에 맛있게 잘 먹고 갑니다🌷 번창하세요💛💛💛",긍정,더 맛있어진
이수역점,찐찐찐이야,"1,519",23.10.20.금,저녁에 방문,6번째 방문,영수증,0,탕수육 장인이 튀겨주십니다!ㅋ,긍정,튀겨주십니다
이수역점,김기흥,"1,481",24.3.6.수,점심에 방문,10번째 방문,영수증,0,음식맛이 좋아요,긍정,음식맛이 좋아요
이수역점,kim****,740,23.11.25.토,점심에 방문,1번째 방문,영수증,0,저렴하니 먹을만합니다~,긍정,먹을만합니다
이수역점,kkk9320,514,23.9.30.토,저녁에 방문,1번째 방문,영수증,1,볶음짬뽕 애용하는데 언제부턴가 재료가 너무 부실해졌어요. 맛있었는데...ㅜㅜ,부정,부실해졌어요
이수역점,거북이라도 슝,74,23.9.10.일,점심에 방문,1번째 방문,결제내역,0,"가족들과 자주 갑니다
이번에는 단체로 갔어요
2층에 붙여서 앉을 수 있는 좌석이 있어서 좋아요
맛있게 잘 먹고 왔습니다",긍정,좋아요
이수역점,성스러운 청솔새,575,23.10.29.일,점심에 방문,1번째 방문,영수증,0,잘 이용중입니다,긍정,잘 이용중입니다
이수역점,귀여운게좋아,406,23.9.23.토,점심에 방문,1번째 방문,영수증,0,잘 먹었습니당,긍정,잘 먹었습니당
이수역점,FIREwwm,718,23.5.16.화,저녁에 방문,1번째 방문,영수증,0,보통 수준 이상의 맛을 보장하는 메뉴들. 특히 연유에 찍어먹는 튀긴 꽃빵은 웬만한 크로와상보다 훨씬 맛있음. 단 포장은 비추. 막 튀겨나온 꽃빵이 최고,긍정,훨씬 맛있음
이수역점,꼬마그림자,"1,846",24.2.2.금,저녁에 방문,1번째 방문,영수증,0,맛있어요 !,긍정,맛있어요
이수역점,Fox Jang,"1,062",23.10.11.수,점심에 방문,1번째 방문,영수증,0,위생 조금만 신경 써주세요.,부정,위생
이수역점,Imyu,909,23.11.11.토,저녁에 방문,4번째 방문,결제내역,0,군만두 존맛,긍정,존맛
이수역점,Fruitfull bough,"2,407",23.11.26.일,점심에 방문,1번째 방문,결제내역,0,굿굿,긍정,굿굿
이수역점,찐찐찐이야,"1,519",23.8.8.화,저녁에 방문,5번째 방문,영수증,0,"탕수육 장인이 탕수육을 튀겨주셔서
넘 맛있어요!",긍정,넘 맛있어요!
이수역점,study1209,376,23.10.29.일,점심에 방문,1번째 방문,영수증,0,잘 이용중입니다.,긍정,잘 이용중입니다
이수역점,chs****,"2,599",23.12.14.목,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,Eunoia37,"1,207",23.12.13.수,점심에 방문,2번째 방문,영수증,0,탕수육이 쫄깃거리며 맛좋아요~~~^^,긍정,맛좋아요
이수역점,jcgoood,"1,292",23.11.4.토,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,illolililoll,852,24.2.16.금,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,매일굿데이,869,23.11.11.토,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,이토끼토끼토끼,819,23.6.10.토,저녁에 방문,1번째 방문,영수증,0,배달로만 먹어봤는데 직접 와서 먹으니 더 맛있네요 👍🏻,긍정,더 맛있네요
이수역점,IMURUK,"3,793",23.6.11.일,점심에 방문,1번째 방문,영수증,0,볶음짬뽕을 파는 몇 안되는 지점입니다.,긍정,볶음짬뽕
이수역점,김기흥,"1,481",23.11.7.화,저녁에 방문,9번째 방문,영수증,0,재료가 신선하다,긍정,신선하다
이수역점,아니듀,668,23.9.22.금,저녁에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,연아8214,"1,224",23.11.4.토,점심에 방문,4번째 방문,영수증,0,굳굳 좋아요 좋라여,긍정,좋아요
이수역점,dla****,270,23.7.6.목,점심에 방문,1번째 방문,결제내역,0,맛있네요 짜장면 잘 먹었어요,긍정,맛있네요
이수역점,everyones,"1,357",23.7.22.토,저녁에 방문,4번째 방문,영수증,0,혼밥하기 좋은곳,긍정,좋은곳
이수역점,김기흥,"1,481",23.10.19.목,점심에 방문,8번째 방문,영수증,0,음식맛이 좋아요,긍정,음식맛이 좋아요
이수역점,MoonRoad007,744,23.11.4.토,저녁에 방문,1번째 방문,영수증,0,,,
이수역점,deo****,259,23.3.14.화,점심에 방문,1번째 방문,영수증,0,어딜가나 평타 이상은 하는게 백종원 체인점의 특징인거 같아요. 맛있었습니다~,긍정,맛있었습니다~
이수역점,oo****,197,23.4.21.금,점심에 방문,2번째 방문,영수증,0,맛있어요 옛날보다 가격이 올랐지만 맛있어요,긍정,맛있어요
이수역점,예쁠원,"1,131",23.10.3.화,저녁에 방문,2번째 방문,영수증,0,,,
이수역점,biglittle,"1,333",23.9.20.수,저녁에 방문,2번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,점프2022,"1,066",23.9.6.수,점심에 방문,1번째 방문,결제내역,0,^^,긍정,^^
이수역점,96동,92,23.7.1.토,점심에 방문,1번째 방문,결제내역,0,"볶음밥 강추
남편사망정식 굳",긍정,강추
이수역점,장선영5,"1,081",23.7.1.토,점심에 방문,3번째 방문,영수증,1,탕수육과 고추짜장 맛있게먹고갑니다,긍정,맛있게먹고갑니다
이수역점,루리7563,699,23.9.15.금,아침에 방문,2번째 방문,영수증,0,굳,긍정,굳
이수역점,맛집감독관,"1,626",23.8.18.금,아침에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,김기흥,"1,481",23.9.22.금,점심에 방문,7번째 방문,영수증,0,음식이 맛있어요,긍정,맛있어요
이수역점,예쁠원,"1,131",23.8.12.토,저녁에 방문,1번째 방문,영수증,0,배달이 빨라요~.,긍정,배달이 빨라요~.
이수역점,everyones,"1,357",23.5.20.토,저녁에 방문,2번째 방문,영수증,0,"남편이 좋아하는 홍콩반점
자장이 맛있어요",긍정,자장이 맛있어요
이수역점,밝아양,"6,973",23.10.10.화,점심에 방문,10번째 방문,영수증,0,굿,긍정,굿
이수역점,몽쉐롸,198,22.12.17.토,점심에 방문,1번째 방문,영수증,0,"치킨,탕수육 반반 메뉴가 생겼네요!!
16900원인데 빨간소스와 같이줘요
따듯하게 튀겨나와서 치킨은 바삭하고 맛있긴했는데...홍반은 탕수육이 짱이죠ㅋㅋ
맛보자는 생각으로 시켜봤고, 나쁘지 않았지만.
다음엔 그냥탕수육 먹을래여ㅋㅋ",긍정,맛있긴했는데
이수역점,seo****,793,23.8.8.화,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
이수역점,mar****,7,23.7.13.목,저녁에 방문,1번째 방문,영수증,0,양이 정말 많네요!,긍정,양이 정말 많네요
이수역점,어쩌다보니4076,"1,378",23.2.22.수,점심에 방문,2번째 방문,영수증,0,"좋아하던 짜장면을 3900원행사하네요
일찍간덕에 기다림없이 재빨리 먹고왔어요

",긍정,3900원행사하네요
이수역점,핫핑크미미,"3,281",23.1.3.화,점심에 방문,4번째 방문,영수증,0,"오늘도 너무 맛있게 잘 먹었어요😄💫
직원 분들도 친절하시고, 음식도 정말 빨리 나와서 좋네요💜 항상 번창하세요🫶",긍정,너무 맛있게
이수역점,무슨시계,74,23.7.12.수,점심에 방문,1번째 방문,영수증,0,솔직히 홍콩반점이 예전같진 않네요 그냥 시즌메뉴 말고 짬뽕 짜장 이런거 먹어야할 것 같습니다,부정,예전같진 않네요
이수역점,참감동이네,755,23.3.24.금,저녁에 방문,2번째 방문,영수증,0,짜장면이 맛난 집~,긍정,맛난
이수역점,nurukpig,566,23.8.6.일,저녁에 방문,1번째 방문,영수증,0,오랫만에 차장면 챱!챱!쨥!,긍정,챱!챱!쨥!
이수역점,밝아양,"6,973",23.9.14.목,점심에 방문,9번째 방문,영수증,0,굿,긍정,굿
이수역점,bae****,422,23.11.4.토,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,하하2657,"1,368",23.8.12.토,점심에 방문,4번째 방문,영수증,0,굿,긍정,굿
이수역점,1스리,"2,637",23.4.8.토,저녁에 방문,1번째 방문,영수증,0,맛있음 자극적이고 매움ㅋㅋ,긍정,맛있음
이수역점,필사즉생56,"2,118",23.8.2.수,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
이수역점,mangoko,39,23.5.6.토,점심에 방문,1번째 방문,결제내역,0,"아이들이 좋아해요#
야채는 깨끗하게 씻어주세요
",긍정,아이들이 좋아해요
이수역점,bub****,3,23.3.26.일,저녁에 방문,1번째 방문,영수증,0,포장 탕수육 가격이 올랐네요. 근데 문제는 양이 반절로 줄어들었네요. 가격은 오르고 양은 반절로 되고.. 이제는 탕수육은 다른데를 찾아야겠네요 ㅜㅜ,부정,양이 반절로
이수역점,루비8574,"1,189",23.3.28.화,점심에 방문,1번째 방문,영수증,0,계란 부침이 맛있어요,긍정,맛있어요
이수역점,lealea,"1,739",23.2.22.수,저녁에 방문,2번째 방문,영수증,0,"이수역점 사장님은 친절하시고 항상 밝으시고
기분 좋은 에너지를 가지고 계세요
배달도 이수역만 이용하고 있어요
양도 많고 맛있어요👍🏼👍🏼👍🏼",긍정,맛있어요
